推,噓,分數,作者,標題,時間
3,0,3,meblessme (地球太可怕我要回火星),Fw,Sat May 30 07:02:28 2020
2,1,1,olmtw (olmtw),[新聞] 黎智英投書紐時：港版國安法扼殺言論自由,Sat May 30 08:24:29 2020
8,2,6,taiwanesgoi (taiwanesgoi),[問卦] 我站在人行道上飲豆奶,Sat May 30 06:42:05 2020
2,0,2,ZaneTrout (大谷神鱒),[問卦] 公主有沒有病?,Sat May 30 03:44:06 2020
8,0,8,zzzz8931 (宅男),[問卦] 你媽昨天有流眼淚嗎？,Sat May 30 02:44:05 2020
2,9,-7,hoanbeh (初入江湖淨添堵),Re,Sat May 30 08:16:14 2020
5,2,3,z0953781935 (葛格是大笨蛋>///<),[問卦] 蘿莉修女跟會放電的女國中生要選哪個？,Sat May 30 10:35:52 2020
4,3,1,LaAc (深淵戰士),Re,Sat May 30 08:51:15 2020
4,0,4,a828203 (),[問卦] ROCKY 學會詠春拳會怎樣?,Sat May 30 10:49:07 2020
13,10,3,r1i545we (空姐漢堡堡),[問卦] 去年香港不要反送中在那鬧是否就沒事了？,Sat May 30 09:57:12 2020
4,0,4,Bill8x1229 (20分鐘了還是想不到),[問卦] 睡不著怎麼辦？,Sat May 30 04:50:16 2020
1,0,1,shotholisi (呆れて白目をむく),Re,Sat May 30 02:01:57 2020
4,0,4,nike3508 (QQ),[問卦] 天花板有老鼠怎麼辦喇淦,Sat May 30 02:56:31 2020
7,1,6,yazeroplus (zero),[新聞]火球沖天！新北回收場晚間大火 延燒2工廠,Sat May 30 06:20:37 2020
5,12,-7,z770808 (),[新聞] 推完港版國安法 北京又開「反分裂法」座,Sat May 30 07:09:11 2020
2,3,-1,nocturne ( ),Re,Sat May 30 01:34:29 2020
9,3,6,pupss89177 (asshole young),[問卦] 為什麼我長怎麼帥 卻要掉頭髮,Sat May 30 05:01:48 2020
8,2,6,zxc17893 (八千代代木村拓哉),[新聞] 永和外籍男遭割脖分屍！辦案警回家秒昏：,Sat May 30 02:05:20 2020
7,2,5,Slupi (Slupi),[問卦] 把情緒宣洩在同事身上,Sat May 30 04:56:07 2020
4,1,3,Mark0529 (神),Re,Sat May 30 09:22:21 2020
3,1,2,ocean92 (海),[問卦] 該怎麼關心在香港金融業上班的朋友,Sat May 30 08:32:59 2020
3,0,3,AngryYouth (森寶 420friendly),[問卦] 吃到不好吃的宵夜要怎麼平復心情,Sat May 30 04:48:09 2020
4,1,3,clubbox (史上最強7788 ),[問卦] 劍潭站旁橋墩是吃夜市的秘密基地嗎,Sat May 30 01:49:23 2020
1,4,-3,e741000 (複利葉。腹便。幫浦拉絲),Re,Sat May 30 09:19:30 2020
114,49,65,XDDDDDDDDDD (我笑他人看不穿),[新聞] 蔡英文論文風波》彭文正怒告誹謗　發言,Sat May 30 08:24:53 2020
38,3,35,AngryYouth (森寶 420friendly),[問卦] 這個矯正大概要多久的卦,Sat May 30 04:38:27 2020
0,1,-1,ketter (挖西林老背),[問卦] 有沒有當美國總統的八卦,Sat May 30 09:56:37 2020
14,3,11,lcw33242976 (逆天改命脫非入歐),[問卦] 嘔嘔嘔嘔嘔，到底誰會吃苦瓜？,Sat May 30 03:24:21 2020
1,0,1,seabox (盒盒),[公告] 八卦板板規(2020.04.21),Tue Apr 21 00:01:01 2020
6,1,5,pennyleo (今朝有酒今朝醉),[問卦] 一場海峽兩岸惡戰，眼看迫在眉捷,Sat May 30 09:40:03 2020
10,3,7,www26235673 (Lalala),[問卦] 習包子是不是內鬥內行外鬥外行阿？,Sat May 30 07:47:12 2020
0,9,-9,chamge7788 (經濟王7887),[問卦] 手機效能與售價cp值最高的是不是xzp,Sat May 30 08:48:07 2020
10,1,9,Kitakami (公主連結特約工讀生),[問卦] 這年頭，會開手排車的人多嗎?,Sat May 30 10:21:25 2020
14,4,10,LeonardoChen (LeonardoChen),[問卦] 美國這麼亂為什麼全世界人材都想去？,Sat May 30 01:55:48 2020
1,0,1,gay731 (G少),Re,Sat May 30 09:32:15 2020
10,4,6,ann141414 (胖呆),[新聞] 【國軍防疫當兒戲1】敦睦艦隊才傳染武肺 ,Sat May 30 10:18:35 2020
4,10,-6,zzyyxx77 (討噓大師77),[新聞] 真正的挑戰來臨！唐綺陽曝難題已逼到眼,Sat May 30 07:19:25 2020
38,2,36,iou861007 (中壢金城武),[問卦] 有人知道這是幹嘛用的嗎,Sat May 30 08:04:42 2020
16,4,12,typeklng (  ),[問卦] twitter比facebook好用,Sat May 30 10:43:26 2020
11,6,5,Tapqou (三三三),[問卦] 台男的求女焦慮症,Sat May 30 06:30:48 2020
7,5,2,neqq236 (Since5566),[問卦] 有人可以陪我打遊戲嗎 lol版被捅,Sat May 30 10:49:09 2020
2,5,-3,markban (馬克白),Re,Sat May 30 01:02:27 2020
78,5,73,Hopesmaple (),[新聞] 川普宣布「終止與WHO關係」將取消香港特,Sat May 30 08:49:26 2020
13,1,12,hn9480412 (ilinker),[新聞] 用看的可估價？ 機車行頻遭疑修車費高,Sat May 30 02:50:45 2020
2,0,2,lianpig5566 (家庭教師殺手里包恩),[問卦] 電動公車是未來趨勢嗎,Sat May 30 09:50:06 2020
2,1,1,ipapa (),[問卦] 有沒有養犬兄妹的八卦?,Sat May 30 09:31:28 2020
23,44,-21,staedtler (鐵甲武士),[新聞] 川普擬驅逐部分陸生 趙立堅：美國要食言,Sat May 30 08:26:29 2020
1,3,-2,kria5304 (XenoMegaREENovaSaga),Re,Sat May 30 09:33:15 2020
6,2,4,bmwg8 (G8),[問卦] 竹北為什麼不蓋輕軌啊,Sat May 30 00:49:51 2020
2,0,2,R101 (索尼大法好),[問卦] 要一起把珠寶竊盜犯抓起來嗎,Sat May 30 10:31:18 2020
1,0,1,xzcb2008 (卍情色日本喵喵卍),Re,Sat May 30 09:53:27 2020
6,2,4,MCSTRADALE (MaseratiMCstradale),[新聞] 重磅！川普宣布取消香港特殊待遇,Sat May 30 04:01:29 2020
5,7,-2,wwwaa1217 (Rwei),[問卦] 早點名,Sat May 30 09:50:11 2020
32,4,28,Natsutaka (夏宇),[爆卦] 不要再騙性平也關心男人了,Sat May 30 00:58:16 2020
4,0,4,XXXXLINDA (1111),[問卦] 唉 半夜八卦不是一堆社會新聞 好高興,Sat May 30 02:56:07 2020
6,0,6,hposuperman (銀絲卷),[問卦] 經血跟包皮垢哪個比較噁？,Sat May 30 10:15:31 2020
10,2,8,suntw (冬瓜),[新聞] 辦案中致非裔男子死亡 美明州警官被控謀,Sat May 30 09:35:03 2020
5,0,5,jackwula9211 (黑嘿潶默黜黯黛黧黳黨黴),[問卦] 有沒有多情城市預告片摔活鳥的八卦,Sat May 30 00:50:21 2020
0,0,0,c52chungyuny (intel inside),[問卦] 通姦除罪vs. 離婚法定冷靜期  哪個重要,Sat May 30 11:03:30 2020
4,0,4,shala (沙羅是轉換後的文字檔打m),Re,Sat May 30 07:02:36 2020
1,4,-3,sh981215 (世界の副委員長？！？！5),[問卦] 東尼是通姦的受害者嗎？,Sat May 30 01:35:49 2020
11,2,9,LIN9 (LIN9),[新聞] 習訪日添變數？ 陸：盼日方創造良好氛圍,Sat May 30 07:10:11 2020
85,11,74,CHL98 (CHL),[新聞] 北漂2青年求租凶宅！「多兇都沒關係」,Sat May 30 01:45:21 2020
4,8,-4,BIA (必亞),"[問卦] 台灣沒加入WHO,，是不是先知？",Sat May 30 07:17:28 2020
9,0,9,stockeye (stockeye),[問卦] 6月6日周6，會不會下雨???,Sat May 30 08:38:03 2020
6,0,6,richjf (richArt),[新聞] 援港法制化 陸委會將修港澳條例細則,Sat May 30 06:11:19 2020
4,11,-7,shirokase (氧化鋼刺),[問卦] 用伴侶賺錢跟滿足被寢取性癖的時代來了,Sat May 30 07:10:50 2020
7,1,6,addison123 (鄉下小鮮肉),[問卦] 台灣有什麼本錢搞募兵？,Sat May 30 09:12:04 2020
14,2,12,XDDDpupu5566 (XDpu56家族),[問卦] 香港要怎麼畫三角形？,Sat May 30 05:04:24 2020
15,2,13,tony51501 (x-ray),[問卦] 這是什麼鳥的蛋,Sat May 30 08:10:59 2020
10,4,6,Phoenix723 (操場旁的含羞草),[問卦] 「樂」要怎麼念,Sat May 30 09:48:11 2020
5,5,0,gk1329 (),[問卦] 鬼島是不是慢慢朝零犯罪進步,Sat May 30 09:17:18 2020
22,0,22,ll6a (老成a~),[問卦] 大家覺得川普會把給世衛的錢轉到哪個組,Sat May 30 06:09:33 2020
16,2,14,herbert0716 ((っ・ω・)っ),[問卦] 梅艷芳的胸部到底是不是真的???,Sat May 30 08:53:29 2020
1,3,-2,brucielu95 (可撥農校淪落人),[問卦] 想你的日子如何砌成孤單房子？,Sat May 30 02:53:55 2020
50,2,48,owo0204 (owo0204),[問卦] 為什麼罵習近平=辱華?,Sat May 30 09:38:18 2020
14,4,10,e741000 (複利葉。腹便。幫浦拉絲),[問卦] 根據所得稅開放配偶數量怎樣,Sat May 30 07:43:16 2020
20,21,-1,anandada (安安！大大！),[新聞]蔣萬安逼問振興券 嗆爆蘇揆,Sat May 30 08:34:38 2020
11,2,9,h1300285 (密斯特羊),[新聞] 【新國會2.0】水牛伯挺過耍官威、酬庸風,Sat May 30 10:50:19 2020
75,5,70,mouse0720 (凜月銘心),[新聞] 他家裡抓到白蟑螂 行家秒出價20萬,Sat May 30 10:38:02 2020
3,0,3,takashi01 (廢文小王子),[問卦] 凶宅凶宅的不是不迷信嗎？,Sat May 30 02:11:27 2020
5,3,2,deepdish (Keep The Faith),[問卦] 有沒有 SUGA 閔玧其的八卦？,Sat May 30 07:30:08 2020
162,32,130,ikottong (ikottong),[爆卦]驚見徐熙媛於香港文化演藝界支持國安法聯署名單,Sat May 30 01:23:31 2020
8,2,6,y7moremore (WN),[問卦] 一款線上遊戲的崩落,Sat May 30 10:25:54 2020
5,0,5,Beanoodle (津崎似超人平匡先生),Re,Sat May 30 04:07:10 2020
0,2,-2,Cory5566 (科理5566),[問卦] 麥當勞的雪碧味道變了?,Sat May 30 00:59:33 2020
9,0,9,ryanchang03 (Ryan),Re,Sat May 30 01:33:25 2020
2,20,-18,Warnerting (天下一大五郎),[新聞] 武備為輔 共軍將領透露和為貴,Sat May 30 07:16:04 2020
0,0,0,abcgo (真冷的冬天),[問卦] 有沒有靈魂乾涸的八卦,Sat May 30 09:49:54 2020
20,2,18,Chen334 (古先生),[問卦] 越看八卦越否定人生的八卦,Sat May 30 08:53:59 2020
6,2,4,Nagato (長門),[問卦] 要丟了,Sat May 30 08:44:33 2020
20,4,16,ashin0709 (),[新聞] 成龍率2600人連署挺「港版國安法」　大咖,Sat May 30 10:53:09 2020
1,4,-3,homerun2005 (ほめる),[問卦] 會找支那人一起玩遊戲嗎？,Sat May 30 09:12:46 2020
1,0,1,ifulita (唯我成幸),Re,Sat May 30 02:11:02 2020
2,9,-7,leocean9816 (阿光),[問卦] 第一次射屏給九面莎莎的人是在想什麼？,Sat May 30 01:52:48 2020
6,0,6,tengy (白色世界),[新聞],Sat May 30 09:54:02 2020
15,5,10,liu2007 (薯),[問卦] 川普退跟蔣光頭退的差別？,Sat May 30 10:27:10 2020
13,21,-8,safelyfuck (),[問卦] 整天徘徊肺炎板自慰國威的都那些人,Sat May 30 01:41:26 2020
2,0,2,AKAgg (突き刺不準),[問卦] 捐血中心的帳號登不進去啦,Sat May 30 01:14:29 2020
15,4,11,bear26 (熊二六),[問卦] 如果打仗了 進入戒嚴各位ok嗎？,Sat May 30 03:59:29 2020
15,0,15,SpinozaPi (羅森),[問卦] 關於switch現況,Sat May 30 08:42:57 2020
7,2,5,XXXXHAY (過氣ID),[問卦] 現實中八頭身以上的人是腦太小嗎,Sat May 30 01:36:12 2020
22,8,14,jamo (hi),[問卦] 通姦除罪化最爽的人,Sat May 30 00:51:58 2020
33,5,28,obey1110 (obey),[新聞] 與陳時中拚場？「枋寮漁?節」移師台北花,Sat May 30 08:18:28 2020
2,1,1,JimOBrien (family man),[新聞] 黃金雨、爆炸樹綻放！中市街頭搖曳添浪漫,Sat May 30 10:32:44 2020
2,0,2,KirimaSyaro (男孩兒要對自己好一點),Re,Sat May 30 09:22:18 2020
0,0,0,Rapacious (八分音),Re,Sat May 30 06:20:26 2020
5,0,5,godog3000 (gogodog思這樣不忍割愛),[問卦] 要創造自己被利用的價值,Sat May 30 04:58:08 2020
6,3,3,ntuicome666 (白金大學生),[問卦] 嘴破的時候大家都怎麼刷牙,Sat May 30 01:34:24 2020
1,0,1,STAV72 (刁民黨黨務主委),Re,Sat May 30 10:38:11 2020
0,0,0,WorkinChina (WIC),[新聞] 蔡英文「撐港」!國台辦:插手香港事務自,Sat May 30 11:06:52 2020
8,1,7,kimisawa (楊回血了。),Re,Sat May 30 00:46:47 2020
5,0,5,mnssddxs (justin123),[問卦] 是不是很多人不知道什麼叫零用錢,Sat May 30 01:01:05 2020
2,0,2,AngryYouth (森寶 420friendly),Re,Sat May 30 04:59:20 2020
6,1,5,obdv (真☆母★教右護法),[新聞] 火爆！中華電信股東「互嗆」圍人牆維持,Sat May 30 10:42:10 2020
136,38,98,DarkHolbach (黑道公子讓你變失業魯蛇),[問卦] 為什麼有些人覺得通姦除罪就是可以隨便,Sat May 30 07:19:51 2020
1,0,1,lusanova (建立新典範),Re,Sat May 30 10:57:52 2020
3,3,0,qqq87112 (小Q),[新聞] 梅雨下不停 菜價漲聲響起,Sat May 30 07:53:45 2020
0,0,0,cycling (一直暴雷一直爽),[問卦] 低卡熱門-妳是怎麼懷孕的,Sat May 30 11:03:57 2020
4,0,4,G888888 (廢文產生器),[問卦] 做股票的是不是都很樂觀啊？,Sat May 30 02:36:04 2020
3,1,2,deepdish (Keep The Faith),[新聞] 女星被控拉皮條、監禁！受害者淚訴離譜過,Sat May 30 02:28:53 2020
9,0,9,aOwOa (解剖青蛙的飛鼠),[問卦] 臺北是不是沒有一大塊空地的夜市,Sat May 30 01:26:49 2020
4,3,1,fawangching (小資男),[問卦] 正妹也會大便 會覺得有點掃興嗎？,Sat May 30 10:53:16 2020
3,1,2,sluttysayage (我不會 被打倒的),[問卦] 現在在高雄天氣適合穿什麼？吊嘎會太涼嗎,Sat May 30 09:56:23 2020
30,3,27,L1ON (我是獅子~(ﾉﾟ▽ﾟ)ﾉ♪),Re,Sat May 30 03:09:30 2020
47,9,38,Wei55667788 (桃乃木控),[問卦] 房東是不是最爽職業啊,Sat May 30 01:05:59 2020
10,5,5,znck (風月),[新聞] 香港資金人才出走 蘇揆：台灣歡迎並做好,Sat May 30 01:07:17 2020
0,0,0,Behind4 (背後4),Re,Sat May 30 04:04:04 2020
4,0,4,kusowan (你感受一下),Re,Sat May 30 03:19:11 2020
5,1,4,truffaut (Bon Vivant),[新聞] 最多5折！NIKE官網突襲「快閃特賣」高筒A,Sat May 30 04:54:55 2020
0,1,-1,markban (馬克白),Re,Sat May 30 10:09:58 2020
4,0,4,higashi (哇哈哈),[問卦] 帳戶裡還有港幣的人現在在想什麼？,Sat May 30 09:46:22 2020
1,0,1,markban (馬克白),Re,Sat May 30 01:48:16 2020
0,0,0,ig49999 (QQ),[問卦] 女生這麼喜歡吃兩餐??,Sat May 30 11:09:04 2020
1,0,1,oooo (法性本寂隨緣轉),Re,Sat May 30 10:59:58 2020
3,0,3,naruisi (娜瑞絲),[問卦] 某些老師說話是不是白噪音等級啊,Sat May 30 01:00:28 2020
2,1,1,Golf19 (19Golf),Re,Sat May 30 10:26:16 2020
6,2,4,Tapqou (三三三),[問卦] 一夫多妻或一妻多夫，8+9會滅亡嗎?,Sat May 30 08:26:43 2020
2,2,0,johanLarson (Rent),Re,Sat May 30 00:58:59 2020
4,2,2,Huangw (wei),Re,Sat May 30 06:47:53 2020
25,3,22,DOOHDLIHC (董事長),[問卦] 館長打得贏太極掌門人馬保國嗎,Sat May 30 07:37:10 2020
10,1,9,ocean0817 (氐都狼),[爆卦] 震,Sat May 30 06:59:19 2020
5,2,3,deepdish (Keep The Faith),[問卦] 有沒有 Mengyan Zhu 孟衍竹的八卦？,Sat May 30 06:02:27 2020
16,27,-11,LoveMakeLove (愛がすべて),[新聞] 課征肥胖稅 劉伯恩建議先從｢吃到飽｣開,Sat May 30 08:09:39 2020
10,5,5,PrinceKanto (生田絵梨花は俺の嫁),Re,Sat May 30 01:02:03 2020
7,4,3,a828203 (),[新聞] 反分裂法15週年 學者：北京棍棒胡蘿蔔齊,Sat May 30 07:14:30 2020
2,0,2,LeonardoChen (LeonardoChen),Re,Sat May 30 00:54:08 2020
7,0,7,skywould (賽普勒斯),[問卦] 真的有永遠不會壞的電燈嗎？,Sat May 30 10:41:31 2020
16,0,16,douglasjs (帥到吐),[問卦] 有沒有美國水很難喝的八卦？,Sat May 30 07:50:27 2020
2,1,1,qqq87112 (小Q),[問卦] 大股東離開公司要注意什麼,Sat May 30 08:00:56 2020
18,0,18,shiauji (Transitory),[問卦] 大馬最讓各位有印象的是誰？,Sat May 30 10:47:20 2020
6,20,-14,nasha2 (蝴蝶效應 六度分隔理論),[問卦] 通姦除罪後 下輩子投胎破碎家庭機率變高,Sat May 30 03:51:40 2020
7,3,4,pinebox (pinebox),[新聞] Minneapolis 暴動的倒楣鬼,Sat May 30 03:43:05 2020
5,2,3,than09138 (tony wu),[問卦] 月底到了只剩900元何解？,Sat May 30 01:02:54 2020
8,2,6,nobody0303 (),[問卦] 同事剛看完一卷錄影帶 突然表情變了,Sat May 30 01:20:03 2020
5,3,2,mefifthfloor (新莊王小姐),[問卦] 有沒有遇過在速食店厚臉皮佔位,Sat May 30 09:11:11 2020
3,1,2,sdudu (眼中還有火焰),Re,Sat May 30 01:05:04 2020
4,0,4,minipig1127 (不錯的開始~),[問卦] 中美黑警哪家強?,Sat May 30 09:53:37 2020
1,0,1,fcugeo (fcugeo1746),[問卦] 現在的課本是怎麼看待全球化組織的,Sat May 30 07:14:44 2020
6,0,6,sunine6488 (aki),Re,Sat May 30 01:35:28 2020
8,0,8,yingjeou (英九),Re,Sat May 30 01:36:42 2020
2,2,0,jack5u06d93 (jackboss),[問卦] 現在當兵會有漂亮學姊嗎？,Sat May 30 10:01:09 2020
